egt,n1a,n2a,nf,ff,mn,t2,tat,oat,alt,p2e,wai,nai,prv,hpv,xf,acnum,reportts,pos,Predict
895.6,84.13,91.27,84.21,3273.0,0.27,16.6,20.5,14.3,1688.0,14.687,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-02 23:02:27,2,22.350316740287774
879.1,83.71,90.82,83.78,3008.0,0.28,13.5,18.7,11.3,4257.0,13.404,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-03 02:39:18,2,25.410955762342237
913.1,83.96,92.39,83.99,3162.0,0.262,28.1,27.5,,1306.0,14.856,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-03 13:40:22,2,23.9528008117136
946.8,87.69,93.02,87.87,3437.0,0.279,18.5,17.0,16.3,3450.0,14.003,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-04 01:55:02,2,24.650342476926745
926.8,84.25,92.77,84.28,3158.0,0.268,30.6,29.5,28.6,1448.0,14.744,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-04 13:44:41,2,21.48565835924881
910.6,85.31,91.75,85.42,3362.0,0.275,16.5,20.0,14.6,2037.0,14.461,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-04 23:38:21,2,22.512631929518662
918.4,86.0,92.3,86.12,3152.0,0.275,18.9,22.2,16.9,4039.0,13.452,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-05 03:14:29,2,24.62750752891257
922.9,84.27,92.78,84.29,3150.0,0.26,31.1,28.0,28.6,1845.0,14.532,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-05 13:34:55,2,21.994199045849676
847.7,79.63,89.44,79.64,2825.0,0.245,15.1,19.0,13.0,1117.0,14.862,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-05 22:02:39,2,26.63139443037892
878.3,82.43,90.77,82.46,3116.0,0.253,15.8,16.2,14.0,2239.0,14.213,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-06 03:30:53,2,26.286322934364197
886.1,83.78,91.0,83.86,3183.0,0.268,15.0,15.5,12.9,2376.0,14.318,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-07 15:16:29,2,26.227149593521617
904.3,85.87,91.3,86.06,3367.0,0.283,8.6,8.7,6.7,2762.0,14.124,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-08 02:09:45,2,27.71553243758704
993.3,90.81,94.6,91.01,4088.0,0.255,21.9,21.2,19.9,1161.0,14.932,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-08 09:05:17,2,22.6564210717445
954.7,87.66,93.5,87.81,3654.0,0.266,23.4,24.0,21.5,1091.0,14.994,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-09 12:15:37,2,23.11311553421547
909.8,83.46,91.78,83.5,3139.0,0.284,22.5,23.7,20.3,1904.0,14.746,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-09 15:20:29,2,21.46698742660388
944.8,88.42,92.94,88.62,3702.0,0.278,15.3,14.7,13.6,1798.0,14.84,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-10 03:36:48,2,21.836694562071358
916.9,84.86,92.16,84.95,3232.0,0.264,22.1,21.2,20.1,2403.0,14.265,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-10 15:25:17,2,22.278955072958556
902.0,83.2,92.03,83.21,3122.0,0.265,26.5,24.0,24.6,1642.0,14.663,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-11 13:58:16,2,22.129929105171772
911.4,85.04,91.75,85.15,3528.0,0.273,15.9,25.0,14.5,1314.0,14.9,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-11 18:54:49,2,25.96806957516533
975.5,89.16,94.3,89.35,3745.0,0.265,25.4,22.7,23.4,1867.0,14.65,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-12 09:37:12,2,21.49563170914214
927.0,86.47,92.41,86.61,3524.0,0.277,17.7,23.2,15.6,2023.0,14.526,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-12 19:07:55,2,21.55540194695262
963.0,91.32,93.4,91.51,3963.0,0.284,8.4,9.0,6.7,2923.0,14.049,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-13 01:51:21,2,23.183923537888475
909.3,83.39,92.23,83.41,3177.0,0.291,27.5,25.5,25.6,1639.0,14.731,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-13 13:53:04,2,21.874218717836875
934.0,87.47,92.63,87.65,3603.0,0.26,16.2,16.0,,1599.0,14.672,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-14 13:10:21,2,22.17760567172822
950.2,85.53,93.73,85.57,3296.0,0.252,34.9,33.7,32.5,1316.0,14.836,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-15 13:44:18,2,21.52327619081503
964.5,90.99,93.35,91.19,4164.0,0.289,9.7,10.2,7.4,2494.0,14.733,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-09-15 19:12:19,2,24.94302503503362
890.7,83.6,91.06,83.68,3189.0,0.263,14.7,15.0,12.6,1905.0,14.524,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-16 12:53:02,2,24.057383046069575
895.5,84.95,90.99,85.09,3316.0,0.272,10.3,12.0,8.5,2035.0,14.532,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-16 23:02:30,2,23.37363428224998
922.8,86.65,92.36,86.81,3256.0,0.293,16.8,24.2,14.5,3831.0,13.654,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-17 02:54:09,2,23.559330540438815
977.1,91.48,93.71,91.68,4185.0,0.276,11.4,10.5,9.3,2434.0,14.658,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-17 07:54:20,2,22.037301762290348
942.3,85.76,93.25,85.83,3428.0,0.243,28.5,26.0,26.1,1779.0,14.511,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-17 13:37:56,2,22.735696064153633
920.5,87.78,92.44,87.97,3565.0,0.289,13.0,12.5,11.3,2724.0,14.235,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-18 00:57:59,2,22.374990315350168
917.5,83.57,92.39,83.58,3112.0,0.253,29.8,27.7,27.6,1339.0,14.776,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-18 13:36:44,2,21.655332698024935
862.0,82.19,90.1,82.23,3073.0,0.251,11.7,11.2,9.6,1732.0,14.577,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-19 12:48:08,2,25.715048125955974
933.0,84.53,92.86,84.57,3275.0,0.254,28.8,27.7,26.8,1343.0,14.965,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-20 14:13:05,2,24.9047181819795
907.7,85.2,91.96,85.3,3456.0,0.254,18.3,18.7,16.7,404.0,15.316,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-21 13:32:59,2,24.32761817789451
953.5,90.51,92.83,90.71,4147.0,0.274,6.2,6.0,4.5,2421.0,14.739,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-21 18:46:07,2,24.48371590199971
868.6,83.49,90.2,83.58,3301.0,0.27,6.5,6.0,4.7,2077.0,14.578,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-09-22 12:36:39,2,29.521830389510576
871.8,81.76,90.43,81.76,3008.0,0.298,14.8,15.7,12.9,2827.0,14.375,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-22 15:21:33,2,25.687636202259423
803.8,78.07,87.7,78.08,2771.0,0.261,4.0,4.2,2.1,1682.0,14.687,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-23 03:44:37,2,31.536511797625064
865.5,83.0,90.08,83.09,3188.0,0.251,8.7,6.0,6.6,2265.0,14.383,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-23 12:09:33,2,27.732407065120558
905.1,84.92,91.77,85.01,3284.0,0.249,18.4,21.0,16.5,2202.0,14.341,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-23 15:24:26,2,24.97869452626175
985.2,91.57,94.09,91.76,4053.0,0.29,14.3,15.2,12.3,2397.0,14.306,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-24 01:40:57,2,20.563758910570883
910.8,83.67,92.07,83.69,3181.0,0.266,26.0,25.2,24.2,1141.0,15.164,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-24 13:40:47,2,22.018822422936857
912.5,86.28,91.72,86.44,3435.0,0.267,11.0,18.5,9.2,2747.0,14.02,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-25 01:48:31,2,24.94576200504047
910.8,86.88,91.56,87.07,3664.0,0.265,7.8,9.0,6.1,1036.0,14.977,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-25 09:07:27,2,24.667007930443937
917.6,84.55,92.18,84.61,3258.0,0.249,23.2,23.0,21.3,1310.0,14.798,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-25 13:59:19,2,22.594111350013584
908.2,83.89,91.89,83.94,3200.0,0.258,22.6,22.7,20.9,1874.0,14.5,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-26 13:37:40,2,22.77603221392235
875.6,84.92,90.38,85.07,3476.0,0.271,4.2,11.5,3.1,1633.0,14.752,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-26 18:49:56,2,26.820028218019868
888.1,85.56,90.79,85.73,3377.0,0.288,4.9,5.7,3.4,2744.0,14.303,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-09-27 01:44:39,2,29.832851708699025
925.3,84.62,92.63,84.67,3252.0,0.265,27.7,27.7,25.7,998.0,15.002,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-27 13:59:00,2,23.18713104555818
799.2,76.71,87.17,76.71,2649.0,0.248,4.1,8.2,2.3,1573.0,14.66,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-28 03:44:49,2,32.15316243110914
854.5,80.0,89.82,80.0,2857.0,0.266,17.2,17.5,15.3,1399.0,14.825,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-09-28 07:12:11,2,26.052517857022128
909.0,85.77,91.38,85.92,3461.0,0.283,9.7,11.5,7.5,2187.0,14.425,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-28 20:14:34,2,29.01417741892938
966.1,88.67,93.36,88.87,3664.0,0.268,17.9,25.0,15.8,3227.0,13.81,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-09-29 01:28:00,2,22.249119498234585
926.3,84.52,92.51,84.57,3271.0,0.262,27.4,28.7,25.1,1261.0,14.821,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-01 13:52:33,2,21.66910330291038
924.0,87.54,91.86,87.75,3682.0,0.298,8.0,13.0,6.3,1827.0,14.718,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-01 19:43:33,2,22.782443887238685
879.5,86.02,90.63,86.22,3474.0,0.266,1.8,3.5,0.2,2313.0,14.239,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-02 02:27:41,2,28.119239218224223
907.0,83.89,91.9,83.92,3191.0,0.263,22.8,22.0,21.0,1350.0,14.955,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-02 13:52:32,2,23.638611827793174
938.1,86.97,92.92,87.11,3495.0,0.272,20.8,21.2,18.8,1786.0,14.652,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-03 12:27:38,2,23.11714131273005
891.6,83.32,91.38,83.36,3133.0,0.344,20.2,23.5,17.9,2894.0,14.36,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-03 15:25:42,2,23.269843379586273
969.4,91.17,93.57,91.37,4191.0,0.275,12.0,12.5,9.1,1456.0,14.717,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-04 09:11:32,2,21.40628271642552
918.0,83.95,92.36,83.96,3200.0,0.262,27.6,28.0,25.9,665.0,15.316,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-04 14:11:48,2,22.963910602829905
893.5,85.51,91.0,85.66,3403.0,0.271,7.7,8.2,6.1,2185.0,14.548,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-04 18:58:17,2,26.464217477365416
928.2,87.25,92.37,87.42,3483.0,0.261,14.5,18.5,12.4,2740.0,14.066,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-06 01:27:54,2,24.917516700698457
927.3,89.03,92.0,89.24,4007.0,0.297,2.6,2.7,0.6,2048.0,14.625,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-10-07 07:51:53,2,29.591938835697224
829.6,79.15,88.91,79.15,2872.0,0.249,11.1,17.5,9.3,1239.0,14.814,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-08 02:24:59,2,29.823913150455127
864.7,84.39,89.95,84.53,3420.0,0.273,1.2,4.5,-0.2,1245.0,15.03,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-08 20:12:29,2,29.239811518338097
875.3,83.69,90.09,83.81,3320.0,0.27,5.3,6.0,3.7,1657.0,15.117,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-09 09:08:51,2,29.425242561919543
915.0,83.94,92.41,83.96,3205.0,0.255,28.1,28.5,25.9,1080.0,14.954,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-09 13:38:38,2,23.73629349212353
935.7,88.73,92.55,88.93,3771.0,0.275,10.2,11.2,8.5,2120.0,14.397,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-10 19:01:22,2,23.280312741603105
888.5,83.9,90.79,84.0,3322.0,0.254,11.2,11.7,9.3,1676.0,14.698,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-11 14:15:39,2,29.048317560439784
896.8,85.26,91.02,85.4,3409.0,0.262,9.0,10.5,7.3,1706.0,14.604,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-11 21:13:16,2,26.792937045480333
899.0,84.72,91.46,84.82,3381.0,0.251,16.3,17.5,13.8,1645.0,14.593,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-12 02:08:11,2,26.278037427385893
907.5,84.88,91.65,84.98,3317.0,0.254,17.6,15.2,15.3,2045.0,14.405,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-15 14:48:17,2,25.344018340117902
817.5,78.83,88.1,78.83,2868.0,0.269,4.8,4.5,3.0,1242.0,14.945,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-16 07:26:09,2,31.11485786139265
925.1,85.17,92.37,85.25,3388.0,0.253,22.9,20.7,20.7,1295.0,14.955,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-16 13:23:20,2,26.287324874243993
904.4,84.33,91.55,84.41,3301.0,0.274,17.8,20.7,16.0,1083.0,15.009,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-20 13:50:45,2,25.711509279139058
885.6,83.66,90.76,83.74,3267.0,0.268,12.9,17.2,11.1,1471.0,14.818,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-21 03:40:09,2,25.978778733558393
948.0,88.0,93.0,88.2,3656.0,0.261,17.7,17.5,15.6,1550.0,14.66,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-21 11:45:42,2,23.34416766404835
918.0,86.59,91.89,86.76,3547.0,0.305,11.5,11.5,9.4,2211.0,14.609,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-21 19:06:42,2,24.84659530139006
909.3,88.87,91.07,89.07,4014.0,0.289,-5.5,-5.2,-6.9,2831.0,14.699,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-10-22 02:31:26,2,32.601186228671935
884.9,84.78,90.76,84.91,3426.0,0.282,8.2,14.7,6.6,1430.0,14.763,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-22 18:50:48,2,26.493792807107127
888.4,83.83,90.92,83.9,3249.0,0.264,14.0,14.2,,1629.0,14.72,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-23 12:10:15,2,26.79615712043581
901.1,85.43,91.53,85.57,3371.0,0.244,13.4,15.5,11.4,2002.0,14.354,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-23 15:07:02,2,27.619708203222288
867.3,80.7,90.16,80.71,2941.0,0.242,18.0,17.5,15.9,2086.0,14.354,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-24 13:32:26,2,28.06667068609439
936.0,88.06,92.21,88.25,3787.0,0.272,9.3,11.5,7.7,1426.0,14.822,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-24 19:03:04,2,24.217368706579897
871.6,85.35,90.34,85.55,3323.0,0.295,1.9,2.7,0.2,2980.0,14.151,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-26 01:41:13,2,29.505899877009416
931.8,84.43,92.76,84.47,3298.0,0.268,28.1,28.7,26.1,1234.0,14.915,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-26 13:32:10,2,24.524753102081366
885.0,85.23,90.82,85.36,3394.0,0.279,8.1,8.2,6.1,1828.0,14.644,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-27 05:12:08,2,26.860910790605477
888.4,83.67,90.82,83.75,3198.0,0.269,13.7,13.5,,1952.0,14.551,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-27 11:15:52,2,26.762323659448096
858.1,84.21,89.74,84.37,3498.0,0.255,-1.2,5.2,-2.7,1279.0,14.763,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-27 22:19:53,2,34.91179659201923
1016.5,92.74,95.24,92.95,4015.0,0.281,20.6,21.0,18.6,3462.0,13.805,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-28 11:19:06,2,25.116201476703928
863.0,83.84,89.88,83.96,3409.0,0.254,2.0,9.7,0.4,2096.0,14.352,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-10-28 23:04:18,2,29.25198923293555
818.4,79.15,88.32,79.16,2853.0,0.271,4.8,6.2,3.1,1512.0,14.745,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-10-29 14:49:00,2,30.837312718153107
855.5,83.39,89.72,83.5,3295.0,0.273,3.0,6.7,1.5,1477.0,14.766,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-10-30 22:22:38,2,31.803691751459677
877.3,83.07,90.57,83.14,3262.0,0.245,12.6,14.0,10.6,1088.0,14.913,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-03 14:22:48,2,31.48789057087066
919.8,89.05,91.21,89.24,4072.0,0.286,-3.7,-4.7,-5.1,2836.0,14.841,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-04 01:50:29,2,30.51293927878443
887.6,83.83,90.99,83.91,3350.0,0.25,14.3,19.0,12.4,1054.0,14.964,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-04 14:22:34,2,28.453448402902655
881.5,84.13,90.6,84.23,3268.0,0.273,9.1,10.2,7.3,1972.0,14.556,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-05 00:31:07,2,29.432380369137583
883.5,84.78,90.54,84.92,3353.0,0.261,5.6,5.2,4.2,2067.0,14.507,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-05 05:39:48,2,31.638944444393037
912.0,88.19,91.42,88.39,3989.0,0.295,0.7,0.5,-0.9,1847.0,14.999,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-05 16:36:52,2,30.259225967438514
905.8,88.47,90.92,88.66,4043.0,0.269,-4.7,-4.2,-6.3,1393.0,14.817,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-05 22:47:02,2,30.039070145064457
832.5,81.51,88.89,81.57,3167.0,0.289,2.5,3.0,0.5,1141.0,15.204,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-06 05:16:41,2,31.701104448837356
919.9,88.46,91.7,88.67,3961.0,0.294,2.2,3.7,0.5,2036.0,14.684,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-06 15:58:11,2,31.063456788376328
813.9,81.17,87.69,81.27,3202.0,0.28,-9.7,-9.7,-11.0,2100.0,14.602,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-06 22:19:55,2,36.70663348830794
826.6,80.98,88.78,81.01,3076.0,0.29,3.5,4.2,1.4,1632.0,14.878,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-08 05:02:20,2,34.7348633804418
882.2,82.79,90.89,82.83,3251.0,0.254,16.3,21.5,14.4,1819.0,14.414,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-10 14:25:41,2,32.63550397766088
883.8,87.71,89.75,87.91,3838.0,0.289,-12.8,-10.0,-14.0,2995.0,14.285,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-11 01:46:38,2,34.52806682340342
892.7,83.62,91.14,83.67,3314.0,0.244,16.4,20.2,14.4,1030.0,14.921,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-12 14:23:13,2,28.952885764647014
806.0,82.73,87.12,82.92,3339.0,0.292,-20.7,-9.7,-21.9,3474.0,13.782,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-13 01:37:01,2,41.13779180815675
816.0,82.66,87.33,82.83,3345.0,0.272,-17.6,-16.7,-18.6,1822.0,14.647,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-14 02:23:14,2,39.61067052444713
880.4,83.45,90.9,83.51,3314.0,0.243,15.6,24.5,13.9,1871.0,14.482,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-14 14:30:10,2,31.438652674891383
872.8,82.6,90.46,82.64,3243.0,0.241,13.9,22.2,11.9,1356.0,14.75,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-15 14:33:30,2,31.491842910707682
819.6,85.21,87.36,85.39,3783.0,0.274,-26.1,-19.7,-27.3,2313.0,14.344,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-17 01:45:24,2,40.401383671978074
909.9,87.6,90.6,87.79,4013.0,0.288,-4.0,-5.0,-7.0,1744.0,14.937,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-11-17 17:19:39,2,37.540195784559494
807.1,80.35,87.45,80.42,3141.0,0.28,-8.6,-7.5,-10.0,1592.0,14.859,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-18 00:19:34,2,35.870781844603684
920.9,87.62,92.1,87.82,3447.0,0.269,10.3,13.0,8.3,3449.0,13.739,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-18 11:49:26,2,29.846332604269293
892.5,86.82,90.46,87.02,3816.0,0.287,-2.5,-2.2,-5.4,1664.0,14.775,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-11-18 16:50:39,2,37.24353906379771
806.1,81.03,87.21,81.14,3168.0,0.283,-12.4,-11.7,-13.7,1792.0,14.755,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-18 23:26:23,2,35.278643386360564
777.1,79.35,85.93,79.43,3087.0,0.278,-19.1,-18.7,-20.3,1983.0,14.575,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-19 05:56:22,2,38.269826241538986
752.2,78.9,84.94,79.02,3164.0,0.271,-27.2,-24.0,-28.3,1284.0,14.954,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-19 17:18:43,2,40.26515741812054
828.6,82.42,88.1,82.56,3438.0,0.275,-10.1,-7.0,-11.4,770.0,15.227,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-19 23:55:21,2,39.16821516178226
805.0,83.72,86.77,83.9,3815.0,0.287,-27.7,-21.2,-28.3,1019.0,15.184,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-11-20 16:40:49,2,42.422338498482674
793.2,80.38,86.67,80.48,3219.0,0.268,-15.7,-13.7,-17.0,1653.0,14.762,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-20 23:00:31,2,42.546871138818084
754.7,78.31,85.25,78.39,3090.0,0.271,-22.0,-20.7,-23.5,1699.0,14.669,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-21 06:33:51,2,41.289298297203175
799.3,80.3,86.94,80.39,3243.0,0.253,-12.6,-5.0,-13.8,812.0,15.03,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-11-21 22:59:55,2,43.06809890341696
772.2,79.21,85.97,79.28,3079.0,0.286,-16.0,-16.7,-18.6,1379.0,14.976,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-22 05:35:16,2,40.622730729294545
849.3,84.17,88.83,84.35,3614.0,0.274,-8.6,2.5,-10.0,1141.0,14.989,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-23 22:56:00,2,37.992203295771695
778.6,79.59,86.02,79.67,3093.0,0.251,-18.2,-13.0,-19.4,1640.0,14.625,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-26 02:00:44,2,42.53315333397372
